"price","bathrooms","sqft_living","floors","waterfront","condition","grade","age","renovated","basement_percent","living_percent","grupo","categoria_quartos"
425000,2.5,1900,2,0,3,8,0,0,0,0.686912509038322,"C","4"
295000,1,700,1,0,4,7,107,0,0,0.28,"C","1"
4e+05,2.5,2350,2.5,0,3,7,15,0,0,0.601946721311475,"C","4"
426000,1.5,1380,1,0,3,7,67,0,0.217391304347826,0.191666666666667,"C","3"
300500,1.5,1190,3,0,3,8,5,0,0,1.4856429463171,"C","2"
415000,2.25,1640,1,0,3,7,38,0,0.24390243902439,0.27891156462585,"C","3"
299950,1,1210,1,0,3,7,59,0,0,0.127034120734908,"C","3"
315000,3.25,1480,2,0,3,8,1,0,0.202702702702703,1.50559511698881,"C","3"
290000,1,910,1,0,3,7,44,0,0,0.119422572178478,"C","3"
335000,2,1170,1,0,3,6,95,0,0,0.218283582089552,"C","3"
193000,1,950,1,0,3,6,90,0,0,0.105555555555556,"C","2"
369000,2.5,1320,2,0,3,8,10,0,0.0378787878787879,0.784313725490196,"C","3"
330000,2.25,1440,2,0,3,7,17,0,0,0.279611650485437,"C","3"
315000,4,3120,2,0,4,7,21,0,0.330128205128205,0.735849056603774,"C",">5"
355000,2,1870,1,0,3,7,61,0,0.358288770053476,0.534744066342579,"C","4"
358990,3.25,1710,2,0,3,7,0,0,0.181286549707602,0.787655458314141,"C","3"
229000,1,600,1,0,3,6,95,0,0,0.161290322580645,"C","1"
379900,3.5,2800,2,0,3,7,19,0,0,0.380952380952381,"C","5"
645000,3.25,3870,2,0,3,9,24,0,0.232558139534884,0.351818181818182,"C","3"
208400,2.5,1570,3,0,3,7,7,0,0,1.23817034700315,"C","2"
199400,1,880,1,0,4,6,98,0,0,0.22,"C","2"
308000,2.5,1250,2,0,3,8,6,0,0.136,1.08695652173913,"C","3"
168000,2.5,1160,2,0,3,7,16,0,0,0.533578656853726,"C","2"
443000,2.5,2430,2,0,3,8,7,0,0,0.344729748900553,"C","3"
277000,3,1960,1,0,3,7,14,0,0.403061224489796,0.37984496124031,"C","4"
299000,2.5,1400,2,0,3,8,6,0,0.171428571428571,1.10935023771791,"C","2"
346000,3.25,1500,2,0,3,8,7,0,0.233333333333333,1.04022191400832,"C","3"
209000,2,1230,2,0,3,7,11,0,0.170731707317073,0.917910447761194,"C","3"
220000,1,1200,1.5,0,3,6,91,0,0,0.2,"C","4"
165000,1,640,1,0,3,6,72,0,0,0.082389289392379,"C","2"
287000,1,950,1,0,3,7,64,0,0,0.149606299212598,"C","2"
240000,1,720,1,0,3,6,71,0,0,0.113475177304965,"C","2"
238000,1,750,1,0,3,6,72,0,0,0.115740740740741,"C","2"
379900,1.5,1140,1,0,4,6,89,0,0,0.149606299212598,"C","2"
245000,1,870,1,0,3,6,73,0,0,0.141463414634146,"C","2"
265000,1,770,1,0,3,6,71,0,0,0.14922480620155,"C","2"
3e+05,1,950,1.5,0,3,6,85,0,0,0.199579831932773,"C","3"
375000,2,1720,1,0,3,7,84,1,0.436046511627907,0.713692946058091,"C","4"
352000,2.5,1320,1,0,3,8,11,0,0.5,0.674501788451712,"C","2"
90000,1,560,1,0,3,4,68,0,0,0.135922330097087,"C","1"
165000,1,1050,1.5,0,3,7,96,0,0,0.203646237393328,"C","3"
445000,2.5,2340,2,0,3,8,6,0,0,0.618393234672304,"C","4"
360000,1,1460,1.5,0,3,8,87,0,0.0821917808219178,0.380208333333333,"C","4"
312500,1,880,1,0,3,7,95,0,0,0.138691883372734,"C","2"
250000,1.75,1510,1.5,0,3,7,94,0,0,0.274545454545455,"C","4"
389950,2.25,1580,3,0,3,8,0,0,0,1.71739130434783,"C","3"
313500,1.5,1270,2,0,3,8,9,0,0.21259842519685,0.990639625585023,"C","2"
255000,1.75,1260,2,0,3,7,3,0,0.357142857142857,1.11209179170344,"C","3"
250000,1,1550,1.5,0,3,6,58,0,0,0.212445175438596,"C","4"
329000,2.5,1600,1,0,3,7,67,1,0.48125,0.236511456023651,"C","4"
435010,1,1270,1,0,3,7,61,0,0.118110236220472,0.3175,"C","3"
335000,1.75,1670,1,0,3,7,54,0,0.341317365269461,0.176309121621622,"C","4"
125000,1,500,1,0,1,5,86,0,0,0.0672043010752688,"C","1"
249000,1.5,1070,1,0,4,6,74,0,0,0.207766990291262,"C","3"
310000,3,1880,1,0,3,7,17,0,0.414893617021277,0.376,"C","5"
365000,1,1090,1,0,4,7,59,0,0,0.169386169386169,"C","3"
165000,1,780,1,0,3,6,68,0,0,0.122257053291536,"C","2"
220000,2.5,1760,1.5,0,3,6,89,0,0,0.172549019607843,"C","5"
235000,1,1210,1,0,2,6,65,0,0,0.128723404255319,"C","2"
315000,2.5,1480,2,0,3,8,4,0,0.222972972972973,0.930817610062893,"C","3"
397500,1.75,2220,1,0,3,7,96,0,0.405405405405405,0.466386554621849,"C","4"
616750,1.5,2140,1.5,0,3,9,37,0,0,0.0448233248853235,"C","3"
3e+05,1,1300,1,0,3,6,87,0,0,0.0624639630982126,"C","3"
343000,2.5,1270,2,0,3,8,10,0,0,0.50617776006377,"C","3"
415000,1,1370,1.5,0,3,6,84,0,0.182481751824818,0.269685039370079,"C",">5"
353900,1.75,1560,1,0,5,6,87,0,0.5,0.270833333333333,"C","3"
4e+05,2.5,2510,1.5,0,4,7,85,0,0.318725099601594,0.333554817275747,"C","5"
270000,1,1500,1,0,5,6,72,0,0.5,0.267618198037467,"C","3"
249000,2,1260,2,0,3,7,3,0,0.357142857142857,1.12,"C","3"
346500,1,1150,1,0,4,7,82,1,0,0.0974411116759871,"C","3"
315000,1,1210,1.5,0,3,7,56,0,0,0.142269253380365,"C","3"
580000,3.25,3030,2,0,3,8,0,0,0.29042904290429,0.408906882591093,"C","5"
396000,1.75,2340,1,0,4,6,73,0,0.487179487179487,0.412844036697248,"C","3"
355000,1.75,1960,1,0,4,7,64,0,0.5,0.254380272550292,"C","3"
342000,1,1980,1,0,4,6,65,0,0.434343434343434,0.306976744186047,"C","3"
325000,2.25,2460,1,0,3,7,46,0,0.5,0.322834645669291,"C","4"
229000,1,1320,1.5,0,3,7,87,0,0,0.264,"C","4"
205000,1,720,1,0,3,6,59,0,0,0.142857142857143,"C","2"
359800,2.5,2170,2,0,3,8,0,0,0,0.788517441860465,"C","5"
292500,2.5,1440,2,0,3,8,9,0,0.194444444444444,1.34831460674157,"C","3"
294010,1.75,1550,1,0,3,6,69,0,0.464516129032258,0.382055706186838,"C","3"
359800,2.5,2170,2,0,3,8,0,0,0,0.788517441860465,"C","5"
325000,1.5,1590,1,0,3,7,59,0,0,0.200352822580645,"C","3"
445000,2.75,2680,1,0,4,7,56,0,0.5,0.158261485768277,"C","4"
230000,1,770,1,0,4,6,66,0,0,0.11937984496124,"C","2"
385000,3.25,1790,2,0,4,7,14,0,0.385474860335196,0.727642276422764,"C","4"
342000,2.5,1740,2,0,3,8,6,0,0.241379310344828,0.78167115902965,"C","3"
425000,2.75,2110,2,0,3,7,68,1,0.113744075829384,0.412109375,"C","5"
150000,1,820,1.5,0,3,6,104,0,0,0.106770833333333,"C","3"
250000,1,670,1,0,3,6,71,0,0,0.144396551724138,"C","2"
233000,1,1980,1,0,3,7,50,0,0.47979797979798,0.232804232804233,"C","3"
3e+05,1,1100,1.5,0,5,6,94,0,0,0.27431421446384,"C","2"
151000,0.75,720,1,0,3,4,66,0,0,0.142857142857143,"C","2"
375000,2.5,1770,2,0,3,7,23,0,0,0.343956471045472,"C","3"
260000,2.75,1730,2,0,3,7,40,0,0.144508670520231,0.418784797869765,"C","3"
382000,1,870,1,0,3,7,78,0,0,0.0829203202439954,"C","2"
371500,1,1650,1,0,4,7,60,0,0.406060606060606,0.2578125,"C","3"
546940,1,1470,1,0,3,7,69,0,0.170068027210884,0.19140625,"C","3"
452000,2.75,2300,2,0,3,8,7,0,0.260869565217391,0.451866404715128,"C","3"
411500,3,2420,1,0,5,7,85,1,0.43801652892562,0.31266149870801,"C","5"
150000,1,830,1,0,3,6,71,0,0,0.205191594561187,"C","2"
330000,2.5,1740,2,0,3,8,6,0,0.241379310344828,0.943600867678959,"C","3"
305000,2.5,1590,2,0,3,7,5,0,0.232704402515723,0.598644578313253,"C","2"
291700,2.5,1970,1.5,0,3,6,88,0,0.375634517766497,0.478155339805825,"C","3"
344000,1.5,760,3,0,3,8,9,0,0,0.975609756097561,"A","1"
437500,2.5,1260,3,0,3,8,12,0,0,1.12,"A","3"
514700,3.25,1310,2,0,3,8,7,0,0.190839694656489,1.22201492537313,"A","3"
477000,2,1750,1,0,3,7,98,0,0.457142857142857,0.350701402805611,"A","3"
767500,1.75,2210,1,0,4,8,63,0,0.294117647058824,0.23575848090463,"A","2"
2475000,3.25,4340,2,0,3,11,21,0,0.294930875576037,0.87729937335759,"A","3"
440000,2.5,1040,3,0,3,7,8,0,0,1.0077519379845,"A","3"
775000,1,1010,1,0,3,7,101,0,0,0.280555555555556,"A","2"
424000,1.75,1140,1,0,5,7,89,0,0.456140350877193,0.335787923416789,"A","3"
1070000,2.5,2740,2,0,3,9,3,0,0,0.548,"A","4"
670000,1.75,1730,1,0,5,7,87,0,0.439306358381503,0.508823529411765,"A","3"
595000,2.5,2100,2,0,3,7,107,1,0.333333333333333,0.672,"A","4"
599950,2.5,1510,3,0,3,8,1,0,0,1.01138647019424,"A","3"
667000,1.5,1720,2,0,3,8,107,0,0,0.212345679012346,"A","3"
623500,3,1550,1,0,3,7,96,1,0.445161290322581,0.462686567164179,"A","4"
375000,1,1230,2,0,4,7,66,0,0.32520325203252,0.675824175824176,"A","2"
478000,3.25,1430,2,0,3,8,6,0,0.188811188811189,1.06083086053412,"A","3"
550000,1,1080,1,0,4,7,92,0,0.277777777777778,0.315789473684211,"A","2"
563000,1,1410,1.5,0,5,7,103,0,0,0.417654028436019,"A","4"
483000,1.5,1220,1.5,0,3,7,87,0,0,0.322751322751323,"A","4"
754300,2.75,1800,2,0,4,7,76,0,0.0666666666666667,0.4,"A","5"
460000,3.25,1370,3,0,3,8,9,0,0,1.14740368509213,"A","3"
492000,2,1640,2,0,3,7,107,1,0,0.328,"A","4"
422250,1.5,1280,2,0,3,8,17,0,0.0625,1.01910828025478,"A","2"
707500,4,1550,1.5,0,5,7,107,0,0,0.234990903577926,"A","4"
557000,2.5,1630,3,0,3,8,10,0,0,1.02709514807813,"A","3"
435000,1,800,1,0,3,7,108,0,0,0.16,"A","2"
448000,1.5,1630,1,0,4,7,74,0,0.45398773006135,0.431216931216931,"A","2"
512000,2.25,1170,3,0,3,8,7,0,0,0.891089108910891,"A","2"
705000,2.5,1580,2,0,3,8,1,0,0.316455696202532,1.19606358819076,"A","3"
551000,1,940,1,0,5,6,114,0,0,0.482546201232033,"A","3"
585000,1,1870,1.5,0,4,7,87,0,0.155080213903743,0.666191663697898,"A","3"
770000,3,2370,1.5,0,3,8,88,1,0.434599156118143,0.395,"A","5"
769950,2,2190,1,0,5,7,62,0,0.424657534246575,0.405555555555556,"A","3"
550000,1,1420,1,0,3,7,91,0,0.422535211267606,0.458064516129032,"A","2"
609500,1.75,1590,3,0,3,8,1,0,0,1.42857142857143,"A","3"
675000,1.75,1920,1,0,5,7,90,0,0.5,0.426666666666667,"A","3"
460000,1,880,1,0,4,7,105,0,0,0.266666666666667,"A","2"
465000,3.25,1510,2,0,3,8,13,0,0.185430463576159,0.816216216216216,"A","3"
9e+05,4,4020,1,0,3,8,46,0,0.5,0.536,"A",">5"
402500,1,800,1,0,5,6,68,0,0,0.350877192982456,"A","2"
975000,3,1850,1.5,0,2,6,115,0,0,0.37,"A","3"
535000,3.25,1430,3,0,3,8,8,0,0,1.12068965517241,"A","3"
790000,1.75,1820,1.5,0,4,7,104,0,0.0714285714285714,0.296561838031612,"A","4"
469000,3.25,1390,2,0,3,8,9,0,0.179856115107914,1.08763693270736,"A","3"
2945000,4.5,4340,3,0,3,10,5,0,0,0.758476057322614,"A","5"
440000,1,800,1,0,4,7,70,0,0,0.164948453608247,"A","2"
425000,2.5,1140,3,0,3,8,7,0,0,0.964467005076142,"A","2"
870000,4,3400,2,0,3,8,114,1,0.317647058823529,0.68,"A","5"
450000,1.75,840,1,0,3,6,102,0,0.166666666666667,0.251497005988024,"A","2"
445000,2.5,1260,3,0,3,8,7,0,0,1.14337568058076,"A","3"
499000,1.5,1260,1,0,4,7,70,0,0.380952380952381,0.401913875598086,"A","3"
530000,1,760,1,0,3,6,93,0,0,0.253333333333333,"A","2"
5e+05,1,1720,1.5,0,4,7,110,0,0,0.428820742956869,"A","4"
429000,1,1010,1,0,2,7,91,0,0,0.202,"A","2"
430000,1.5,1320,3,0,3,7,13,0,0,1.10552763819095,"A","2"
541000,1.75,1630,2,0,3,8,2,0,0.374233128834356,1.39794168096055,"A","3"
699000,2,1820,2,0,3,8,77,1,0,0.446078431372549,"A","3"
5e+05,3.25,1520,3,0,3,7,15,0,0,1.01333333333333,"A","3"
724950,2.5,2860,1.5,0,5,7,91,0,0.398601398601399,0.786146234194612,"A","4"
652000,2,2130,1.5,0,5,7,89,0,0.375586854460094,0.426,"A","3"
435000,2,1380,1,0,3,7,28,0,0.456521739130435,0.552,"A","3"
550000,1.75,1410,1,0,4,7,91,0,0.425531914893617,0.282,"A","3"
417200,1,1000,1,0,3,6,105,0,0,0.25,"A","2"
560000,1,1110,1.5,0,3,7,68,0,0,0.222,"A","3"
445000,1.75,1120,1,0,4,7,98,0,0.223214285714286,0.28,"A","3"
491000,2,1250,3,0,3,7,15,0,0,0.957120980091884,"A","3"
437500,1.5,1210,3,0,3,8,7,0,0,0.982142857142857,"A","2"
685000,2,2500,1,0,3,8,36,0,0.292,0.371305510173771,"A","3"
357950,1,810,1,0,3,7,62,0,0,0.208762886597938,"A","2"
598950,2.5,1480,3,0,3,8,1,0,0,0.966688438928805,"A","3"
445000,2.25,1200,3,0,3,7,8,0,0,1.05540897097625,"A","2"
6e+05,1,1040,1.5,0,3,7,103,0,0,0.208,"A","3"
606000,1,1500,1,0,3,7,67,0,0.333333333333333,0.38265306122449,"A","3"
499000,2.5,1320,2,0,3,8,0,0,0.25,1.14088159031979,"A","2"
484950,1,1000,1,0,4,7,98,0,0,0.201775625504439,"A","2"
553000,2,1400,2,0,3,8,8,0,0.328571428571429,0.925925925925926,"A","2"
445700,2.5,1270,3,0,3,8,13,0,0,1.07627118644068,"A","3"
550000,2,1490,1,0,3,7,56,0,0,0.384020618556701,"A","3"
715000,2.75,3400,2,0,3,8,38,0,0.158823529411765,0.68,"A",">5"
770000,1.5,2160,1.5,0,4,8,88,0,0,0.432,"A","5"
460000,1,890,1,0,4,6,95,0,0.146067415730337,0.423809523809524,"A","2"
536000,1.75,1580,1.5,0,3,7,69,0,0.189873417721519,0.419766206163656,"A","3"
1200000,3.5,3900,2,0,3,9,0,0,0.320512820512821,0.886363636363636,"A","5"
940000,2.75,2080,1.5,0,3,8,102,1,0,0.52,"A","4"
555000,2,1680,1,0,5,7,99,0,0.5,0.646153846153846,"A","4"
450000,1,1360,1.5,0,4,6,104,0,0,0.363928284720364,"A","3"
705000,3,2380,2,0,5,7,106,0,0,0.476,"A","5"
371000,1.5,1110,3,0,3,8,14,0,0,0.933557611438183,"A","2"
462550,1.75,1070,3,0,3,8,9,0,0,0.838557993730408,"A","2"
732000,2.5,2330,2,0,3,9,10,0,0.394849785407725,1.17262204328133,"A","3"
473000,3,1380,3,0,3,8,9,0,0,1.27659574468085,"A","3"
535000,1.5,1580,1.5,0,3,7,69,0,0.120253164556962,0.316,"A","4"
382000,1.5,1070,3,0,3,8,9,0,0,1.22006841505131,"A","2"
957000,3,2370,2,0,3,9,45,1,0.261603375527426,0.617831074035454,"A","4"
425000,2.5,1320,2,0,3,8,7,0,0.106060606060606,0.993227990970655,"A","2"
415000,2.5,1160,3,0,3,8,8,0,0,0.951599671862182,"A","2"
505000,2.5,1430,3,0,3,8,5,0,0,1.19067443796836,"A","2"
499950,2,1360,1,0,3,7,28,0,0.463235294117647,0.544,"A","3"
452000,2.5,1260,3,0,3,8,8,0,0,1.11405835543767,"A","2"
506000,1,1060,1,0,4,7,88,0,0.0943396226415094,0.295429208472687,"A","2"
452000,1,980,1,0,3,6,111,0,0,0.196,"A","2"
475999,1.75,1880,1.5,0,3,7,70,0,0.420212765957447,0.450299401197605,"A","4"
479950,2.25,1360,3,0,3,8,6,0,0,1.01796407185629,"A","2"
525000,2.25,1750,3,0,3,8,13,0,0,0.931346460883449,"A","3"
535000,3.5,2560,1,0,4,6,70,0,0.5,0.512,"A","2"
510000,2.5,1420,3,0,3,8,0,0,0,1.14793856103476,"A","3"
650000,1.5,1380,1,0,3,7,59,0,0.217391304347826,0.321678321678322,"A","3"
467000,2.5,1140,3,0,3,8,7,0,0,0.965283657917019,"A","2"
607500,3.25,1530,3,0,3,8,8,0,0,0.949131513647643,"A","3"
536000,1.5,1130,2,0,3,8,5,0,0.0884955752212389,1.51474530831099,"A","2"
529950,2.5,1500,2,0,3,8,0,0,0.24,1.27768313458262,"A","2"
575000,2,1520,1.5,0,3,7,70,0,0.25,0.304,"A","3"
523460,1.75,1890,1.5,0,3,7,108,0,0.423280423280423,0.378,"A","5"
638000,1.75,1470,1.5,0,4,7,69,0,0,0.347025495750708,"A","4"
635000,1.75,1340,2,0,5,7,115,0,0,0.343589743589744,"A","3"
513000,2,2090,1,0,3,7,63,0,0.291866028708134,0.5225,"A","4"
545000,1.75,1810,1.5,0,4,7,111,0,0,0.603333333333333,"A","3"
675000,3,2400,1,0,4,7,50,0,0.5,0.718562874251497,"A","4"
290000,0.75,740,1,0,4,6,86,0,0,0.576323987538941,"A","1"
469000,2.5,1190,3,0,3,8,6,0,0,0.922480620155039,"A","3"
750000,3.5,2160,3,0,3,9,8,0,0,0.929832113646147,"A","5"
890000,3.75,2770,1,0,3,8,46,0,0.324909747292419,0.554,"A",">5"
505500,2.5,1300,3,0,3,8,9,0,0,1.09519797809604,"A","3"
6e+05,1.75,1180,1,0,2,7,90,0,0.254237288135593,0.236,"A","2"
515000,1.5,1400,1,0,4,7,110,0,0.178571428571429,0.28,"A","2"
440000,2.25,1230,3,0,3,8,5,0,0,1.12123974475843,"A","3"
517950,2,1410,1,0,5,7,106,0,0.475177304964539,0.282,"A","3"
490000,1,1840,1.5,0,4,6,104,0,0.385869565217391,0.557575757575758,"A","2"
418000,2,1250,3,0,3,7,13,0,0,0.957120980091884,"A","3"
665000,2,1940,1.5,0,5,7,70,0,0.407216494845361,0.333333333333333,"A","3"
6e+05,2,1270,1,0,3,6,71,0,0,0.254,"A","2"
356000,1,940,1,0,3,6,99,0,0,0.397295012679628,"A","3"
505000,2,1500,2,0,3,8,12,0,0,0.6,"A","3"
529000,1,1210,1.5,0,4,7,90,0,0,0.363581730769231,"A","3"
455000,2,1190,2,0,3,8,6,0,0.327731092436975,0.91327705295472,"A","2"
8e+05,3,3520,1,0,3,8,60,0,0.4375,0.719101123595506,"A","4"
852000,2.75,1990,1.5,0,4,7,101,0,0,0.530666666666667,"A","5"
550000,1,1600,1.5,0,3,7,67,0,0.30625,0.32,"A","3"
455000,1,1030,1,0,5,6,97,0,0,0.206,"A","2"
530000,3.25,1510,3,0,3,8,8,0,0,1.34222222222222,"A","3"
529950,2.25,1240,3,0,3,8,0,0,0,0.992,"A","3"
871000,1.75,2360,1,0,5,7,75,0,0.5,0.383739837398374,"A","5"
495000,2.25,1280,2,0,3,8,6,0,0.15625,0.843770599868161,"A","3"
657000,3,1570,3,0,3,8,1,0,0,1.2256049960968,"A","2"
570000,3.25,1570,2,0,3,8,7,0,0.197452229299363,0.88351153629713,"A","3"
630000,2,1900,1,0,3,8,57,0,0.0947368421052632,0.38,"A","5"
485000,2.75,1670,1.5,0,4,7,89,0,0,0.501501501501502,"A","3"
525000,3,1730,3.5,0,3,8,9,0,0,1.61080074487896,"A","3"
530000,2,1810,1.5,0,3,7,115,0,0,0.37319587628866,"A","5"
513000,1.75,1710,1,0,4,7,71,0,0.350877192982456,0.342,"A","3"
465000,1,730,1,0,4,6,96,0,0,0.280769230769231,"A","2"
630000,2.5,1910,3,0,3,8,0,0,0,1.27163781624501,"A","4"
436000,2.5,1150,2,0,3,8,8,0,0.11304347826087,0.9639564124057,"A","3"
469000,3.25,1370,3,0,3,8,10,0,0,1.14740368509213,"A","3"
650000,1.75,1550,1,0,3,7,103,1,0.193548387096774,0.31,"A","3"
396000,1.5,950,3,0,3,8,9,0,0,1.09826589595376,"A","2"
440000,1.5,1010,1.5,0,5,5,108,0,0,0.513211382113821,"A","2"
560000,1.75,1880,1.5,0,4,7,70,0,0.420212765957447,0.484536082474227,"A","4"
750000,1.5,1840,1.5,0,5,7,99,0,0.271739130434783,0.368,"A","3"
395000,1,870,1,0,4,7,91,0,0,0.278756808715155,"A","2"
775000,1,1460,1.5,0,4,7,99,0,0,0.235559858018716,"A","3"
675000,3.5,2140,3,0,3,9,10,0,0,0.939420544337138,"A","4"
507000,2,1360,1.5,0,3,7,69,1,0,0.495265841223598,"A","4"
583500,1,1530,1.5,0,4,7,107,0,0,0.392307692307692,"A","4"
465000,2.25,1450,2,0,3,8,10,0,0.186206896551724,0.941558441558442,"A","3"
595000,2.5,1990,2,0,3,8,9,0,0.155778894472362,0.914942528735632,"A","4"
640000,2,2360,2,0,4,8,110,0,0,0.393333333333333,"A","4"
485000,1,1500,1.5,0,3,7,88,0,0.0866666666666667,0.365853658536585,"A","3"
7e+05,2,1940,1,0,3,7,88,0,0.438144329896907,0.431111111111111,"A","3"
490000,2,1450,1.5,0,3,8,114,1,0,0.604166666666667,"A","3"
560000,2.75,1370,3,0,3,8,12,0,0,1.14836546521375,"A","3"
539000,2.25,1280,2,0,3,8,7,0,0.15625,1.07834877843302,"A","3"
475000,1,870,1,0,3,7,68,0,0,0.109090909090909,"A","2"
590000,3,1740,3,0,3,8,8,0,0,1.58181818181818,"A","3"
618000,1,1890,1,0,4,7,87,0,0.455026455026455,0.402127659574468,"A","2"
452950,2.5,1150,2,0,3,8,9,0,0.11304347826087,0.963149078726968,"A","3"
649000,2,1530,3,0,3,9,0,0,0,1.06102635228849,"A","3"
646000,2.75,2870,1,0,3,7,38,0,0.425087108013937,0.643353508182022,"A","5"
515000,3.5,1360,2,0,3,8,7,0,0.235294117647059,0.958421423537703,"A","3"
503000,2,1260,1,0,4,7,28,0,0.404761904761905,0.504,"A","3"
625000,1.75,2100,1.5,0,5,7,103,0,0.357142857142857,0.643382352941177,"A","3"
733000,2.75,2730,1,0,3,8,53,0,0.347985347985348,0.546,"A",">5"
402000,1,620,1,0,5,6,103,0,0,0.250505050505051,"A","2"
5e+05,1.5,1220,3,0,3,8,0,0,0,1.26819126819127,"A","3"
632500,2,1770,2,0,4,7,109,0,0,0.354,"A","4"
726000,2.5,1890,1.5,0,4,8,100,0,0.227513227513228,0.487113402061856,"A","3"
6e+05,1,1370,1.5,0,3,7,110,0,0,0.274,"A","2"
439950,2,1230,2,0,3,8,11,0,0.178861788617886,0.762554246745195,"A","3"
752500,2.75,2720,1.5,0,4,8,102,0,0.371323529411765,0.581196581196581,"A","5"
554600,1.75,1470,1.5,0,5,7,114,0,0,0.294,"A","3"
848750,3.75,3160,2,0,3,8,25,0,0,0.632,"A",">5"
725000,1.5,2500,1.5,0,3,7,74,0,0.42,0.523669878508588,"A","3"
577000,2.75,1940,2,0,5,7,63,0,0,0.388,"A","5"
734200,2.5,2760,1.5,0,5,7,86,0,0.391304347826087,0.552,"A","4"
425000,1,910,1,0,4,6,109,0,0,0.196332254584682,"A","2"
612000,2.5,2680,1.5,0,4,7,86,0,0.373134328358209,0.739106453392168,"A","4"
460000,2.5,1450,2,0,3,8,6,0,0.351724137931034,1.37701804368471,"A","3"
860000,2.75,2720,2,0,3,8,95,1,0.341911764705882,0.708333333333333,"A","4"
425000,1,540,1,0,3,5,110,0,0,0.216,"A","2"
580000,2.5,1980,2,0,3,7,19,0,0.257575757575758,1.05712760277629,"A","3"
1205000,2.75,2470,1,0,3,9,54,1,0.364372469635628,0.449090909090909,"A","4"
482000,1.5,1300,2,0,3,8,15,0,0.107692307692308,1.05777054515867,"A","2"
515000,1,1050,1,0,5,7,107,0,0,0.21,"A","2"
594000,1,1320,1,0,4,7,94,0,0.174242424242424,0.264,"A","3"
562100,0.75,1440,1,0,3,7,100,0,0.166666666666667,0.389189189189189,"A","2"
5e+05,1,960,1,0,4,7,114,0,0,0.192,"A","2"
529950,1,1240,1.5,0,5,7,105,0,0,0.248,"A","3"
5e+05,2.25,1530,2,0,3,8,7,0,0.189542483660131,1.09598853868195,"A","3"
520000,2.25,1210,3,0,3,8,0,0,0,0.968,"A","3"
622000,2.25,1550,3,0,3,8,12,0,0,0.807712350182387,"A","3"
540000,2,1640,1,0,3,7,55,0,0.48780487804878,0.542866600463423,"A","2"
453000,2.5,1650,2,0,4,7,23,0,0.23030303030303,0.897714907508161,"A","3"
710500,1.75,2040,1.5,0,4,8,97,0,0.245098039215686,0.494545454545455,"A","3"
490000,2.25,1280,2,0,3,8,6,0,0.15625,0.842105263157895,"A","3"
489000,3.5,1500,2,0,3,8,10,0,0.173333333333333,1.20096076861489,"A","3"
659000,2.5,1450,2,0,3,9,0,0,0.23448275862069,1.19538334707337,"A","2"
519000,2.5,1950,1.5,0,4,7,104,0,0.358974358974359,0.745128009170806,"A","4"
373500,1,800,1,0,3,7,96,0,0,0.24024024024024,"A","2"
489000,2.25,1290,3,0,3,8,8,0,0,0.967016491754123,"A","2"
805000,2.75,2410,1,0,5,8,64,0,0.4149377593361,0.401666666666667,"A","4"
405000,1,860,1,0,4,6,113,0,0,0.330896498653328,"A","2"
481000,2.25,1290,3,0,3,8,7,0,0,1.13456464379947,"A","2"
565000,3,2020,1.5,0,3,6,115,0,0,0.469767441860465,"A","4"
565000,2.25,1520,3,0,3,8,1,0,0,1.24488124488124,"A","3"
605000,3,1760,2,0,3,7,7,0,0.204545454545455,0.832544938505203,"A","3"
470000,1,1010,1,0,3,7,62,0,0,0.202,"A","3"
775000,3,1820,1.5,0,4,8,101,1,0.10989010989011,0.423255813953488,"A","3"
608000,2.75,2610,2,0,4,7,69,0,0.344827586206897,0.522,"A","3"
470000,3.5,1280,2,0,3,8,14,0,0.1875,1.01829753381066,"A","3"
524000,2.25,1370,3,0,3,8,6,0,0.0291970802919708,1.3604766633565,"A","3"
730000,1.75,1650,1.5,0,4,8,115,0,0,0.33,"A","3"
499950,2.5,1320,2,0,3,8,0,0,0.25,1.14088159031979,"A","2"
475000,1.5,1170,3,0,3,8,15,0,0,0.936,"A","2"
622500,1.75,1510,3,0,3,8,2,0,0.0596026490066225,1.7743830787309,"A","2"
540000,1,1170,1,0,3,6,112,0,0,0.246315789473684,"A","2"
436000,2.5,1460,2,0,3,8,6,0,0.178082191780822,1.17932148626817,"A","3"
529000,2.5,1320,2,0,3,8,0,0,0.25,0.946236559139785,"A","2"
624000,3,1540,1.5,0,5,7,112,0,0,0.371980676328502,"A","4"
576250,1.75,1530,2,0,4,7,26,0,0.176470588235294,0.306,"A","2"
429000,1,1350,1.5,0,3,7,102,0,0,0.405040504050405,"A","4"
639000,2,1940,1,0,4,7,104,0,0.494845360824742,0.388,"A","4"
670950,2.5,1790,3,0,3,8,7,0,0,0.753684210526316,"A","3"
459000,2.5,1240,3,0,3,8,8,0,0,0.992794235388311,"A","2"
467000,2.25,1270,2,0,3,8,9,0,0.181102362204724,1.04699093157461,"A","3"
520000,1,910,1,0,3,7,90,0,0,0.182,"A","2"
586500,2.5,1780,3,0,3,8,8,0,0.101123595505618,1.19704102219233,"A","3"
526000,1,1450,1.5,0,4,7,93,0,0,0.322222222222222,"A","2"
405000,1.5,1170,3,0,3,8,13,0,0,0.918367346938776,"A","2"
